adview,views,likes,dislikes,comment,year,day_of_week,month,day,week_number,season,quarter,part_of_month
6,41628,33,4,1,2012,3,5,10,19,1,1,0
7,2967379,8350,342,192,2015,3,1,8,2,0,0,0
1648,6698,40,0,7,2016,0,9,5,36,3,2,0
5,32403,200,16,22,2015,3,1,15,3,0,0,1
29,998425,16729,783,2740,2012,1,12,18,51,0,3,1
3,235571,532,66,192,2014,0,12,15,51,0,3,1
1,8342,20,0,2,2013,5,1,5,1,0,0,0
2,388938,1840,154,180,2016,1,6,28,26,2,1,2
2,2367980,46741,1322,3611,2017,4,2,10,6,0,0,0
6,2620558,8800,5275,8168,2016,1,4,5,14,1,1,0
27,1523000,4184,766,194,2016,5,7,30,30,2,2,2
1,441486,1027,55,118,2014,0,6,9,24,2,1,0
1,5489,3,4,0,2013,5,5,18,20,1,1,1
1,22584,11,9,1,2015,5,6,27,26,2,1,2
2,188632,360,37,16,2012,1,4,17,16,1,1,1
1,6126,32,5,0,2016,1,8,2,31,2,2,0
3,1070894,1191,146,429,2014,4,11,28,48,3,3,2
6,346869,2648,99,454,2013,1,10,1,40,3,3,0
1,20229,98,3,9,2016,0,11,7,45,3,3,0
1,84554,F,F,17,2015,6,2,8,6,0,0,0
1,787107,1029,239,24,2016,2,1,6,1,0,0,0
1,103107,481,35,36,2016,4,9,2,35,3,2,0
1,166694,98,49,4,2016,3,9,15,37,3,2,1
1,8580,280,24,116,2016,4,1,22,3,0,0,2
74,792018,360,84,62,2012,0,12,24,52,0,3,2
1,90499,2518,48,304,2016,2,7,27,30,2,2,2
3,355372,1771,54,443,2015,0,10,26,44,3,3,2
2,18438,486,3,52,2016,5,8,20,33,2,2,1
1,36687,58,10,3,2015,0,8,31,36,2,2,2
4,74032,496,18,427,2013,3,4,11,15,1,1,1
1,141378,416,36,242,2012,6,3,4,9,1,0,0
233,1005743,21271,245,856,2014,5,3,8,10,1,0,0
7,36601,167,13,23,2014,0,1,20,4,0,0,1
190,114987,173,50,7,2014,3,4,10,15,1,1,0
1,230006,595,32,46,2015,1,9,22,39,3,2,2
1,3126476,14190,797,336,2013,4,11,8,45,3,3,0
3,38052,221,26,109,2013,6,7,7,27,2,2,0
1,18118,18,2,3,2013,2,5,22,21,1,1,2
2425,20361,65,8,17,2015,4,1,2,1,0,0,0
18,423523,1410,142,112,2012,4,9,14,37,3,2,1
1,31653,80,7,37,2016,5,5,21,20,1,1,2
4,282819,132,34,0,2012,4,6,29,26,2,1,2
1,521546,605,124,68,2015,2,8,5,32,2,2,0
213,3395,33,2,19,2013,6,3,17,11,1,0,1
9950,57286,846,18,37,2014,6,5,4,18,1,1,0
1,259,1,0,0,2016,1,5,3,18,1,1,0
2,179226,216,38,6,2016,6,7,10,27,2,2,0
4,13853,54,13,7,2013,4,3,8,10,1,0,0
1,929198,3417,493,176,2016,6,1,24,3,0,0,2
421246,439613,4,4,0,2016,1,4,26,17,1,1,2
1,399891,1836,91,424,2015,0,12,21,52,0,3,2
642,5063,55,4,44,2015,0,4,6,15,1,1,0
23,31337,19,2,0,2014,1,9,23,39,3,2,2
7,500347,823,147,85,2012,5,10,27,43,3,3,2
10,628091,838,108,17,2011,1,10,11,41,3,3,1
7,125080,162,46,29,2015,1,5,26,22,1,1,2
1,273123,418,5,70,2016,0,5,2,18,1,1,0
3,115664,821,74,104,2015,4,3,6,10,1,0,0
1,4938,34,8,17,2015,0,9,7,37,3,2,0
2,196358,2635,24,116,2015,5,5,23,21,1,1,2
7,1892,2,2,0,2017,5,3,4,9,1,0,0
39,60013005,159808,35340,36336,2009,0,6,1,23,2,1,0
1,417984,349,52,37,2012,2,11,21,47,3,3,2
5,5489,13,2,0,2016,0,10,31,44,3,3,2
18,481865,650,68,40,2012,0,6,25,26,2,1,2
4,176077,178,45,26,2012,0,5,7,19,1,1,0
2,55628,233,12,25,2016,4,6,3,22,2,1,0
2,31863,72,2,2,2016,5,9,10,36,3,2,0
5,72113,37,3,4,2012,3,2,23,8,0,0,2
6,3043,266,1,9,2016,2,11,30,48,3,3,2
7,330072,2963,304,5240,2016,2,7,27,30,2,2,2
4,1527342,2190,440,129,2013,1,7,9,28,2,2,0
4,1039993,5196,130,177,2014,3,8,14,33,2,2,1
1,57802,66,16,2,2016,6,5,8,18,1,1,0
6,1281217,F,F,2116,2014,1,12,30,1,0,3,2
1,14577,327,19,35,2015,4,8,28,35,2,2,2
1,44812,155,8,40,2010,6,1,24,3,0,0,2
1,295267,617,9,92,2012,6,10,28,43,3,3,2
5,548990,9820,189,4147,2016,6,9,4,35,3,2,0
1083,1599,35,2,10,2014,3,1,23,4,0,0,2
2,5424,27,2,2,2016,3,12,15,50,0,3,1
1,7981,7,2,1,2016,6,1,17,2,0,0,1
1,698256,650,182,124,2015,3,7,23,30,2,2,2
1,241246,1424,131,1230,2016,3,8,25,34,2,2,2
1,92584,248,26,16,2013,1,6,25,26,2,1,2
22,540751,540,174,109,2012,3,4,12,15,1,1,1
2,67082,32,13,2,2016,6,7,10,27,2,2,0
1,37510,110,3,3,2016,0,2,1,5,0,0,0
1,69113,357,13,23,2016,5,6,25,25,2,1,2
4,1557916,5677,462,417,2016,3,3,17,11,1,0,1
1,20475,73,2,40,2014,1,1,7,2,0,0,0
4,152112,546,17,33,2013,6,12,1,48,0,3,0
18,59836,1058,5,63,2012,4,9,28,39,3,2,2
1,102289,184,21,21,2015,5,3,21,12,1,0,2
1,67737,412,19,F,2016,1,5,3,18,1,1,0
2,84360,160,9,11,2009,3,9,24,39,3,2,2
1,154404,1055,25,67,2016,4,1,29,4,0,0,2
1,109485,57,30,7,2016,2,8,31,35,2,2,2
2,502018,417,115,17,2015,5,5,9,19,1,1,0
1,78914,848,33,215,2016,2,7,6,27,2,2,0
1,1360,16,1,2,2015,6,5,31,22,1,1,2
5,6038,130,10,22,2015,5,6,6,23,2,1,0
32,246879,231,85,30,2014,0,4,7,15,1,1,0
6,1383816,2830,168,242,2012,4,6,29,26,2,1,2
2,9908,100,0,0,2013,4,11,15,46,3,3,1
308,7813,85,6,5,2015,0,4,27,18,1,1,2
1,137954,822,42,163,2016,2,9,7,36,3,2,0
2,1644,2,1,0,2012,2,8,22,34,2,2,2
4126,6077,70,10,14,2016,4,6,10,23,2,1,0
27780,28608,29,18,3,2016,2,6,22,25,2,1,2
2,139446,101,43,20,2015,6,9,20,38,3,2,1
1,6141,16,2,0,2016,3,6,23,25,2,1,2
11,675280,10584,149,1219,2016,4,8,12,32,2,2,1
12,2963224,15624,1300,1599,2016,0,5,30,22,1,1,2
1,20464,102,2,4,2011,5,12,10,49,0,3,0
1,51594,334,10,61,2016,2,7,27,30,2,2,2
9,137439,48,20,7,2012,3,11,29,48,3,3,2
1,1436,1,1,0,2014,3,4,10,15,1,1,0
6,39918,38,10,1,2014,4,1,31,5,0,0,2
5,213434,362,16,11,2016,3,12,1,48,0,3,0
37185,189520,2482,1256,545,2016,6,6,5,22,2,1,0
4,1366469,2255,576,96,2017,4,2,17,7,0,0,1
5,853237,3794,263,233,2014,0,11,24,48,3,3,2
2,399,27,0,0,2016,4,10,28,43,3,3,2
1,53861,31,16,2,2014,4,5,9,19,1,1,0
107,466855,635,50,28,2013,1,9,17,38,3,2,1
1,453457,349,142,19,2015,4,12,25,52,0,3,2
265,238276,14932,91,481,2016,4,7,1,26,2,2,0
2,1797278,6776,1232,F,2015,0,6,15,25,2,1,1
2,70041,719,13,19,2016,1,7,26,30,2,2,2
5,226823,2195,145,4341,2016,3,7,28,30,2,2,2
3,254659,2150,600,877,2016,6,7,17,28,2,2,1
3,54614,125,6,46,2009,4,7,10,28,2,2,0
1,381417,4449,110,765,2015,2,4,15,16,1,1,1
1,478230,1141,65,142,2015,0,4,13,16,1,1,1
2,116554,205,42,33,2014,3,11,6,45,3,3,0
1,161987,2016,66,143,2015,3,6,25,26,2,1,2
3,94652,143,87,124,2015,1,11,10,46,3,3,0
1,344,1,0,0,2015,3,8,27,35,2,2,2
2,3527455,2560,1107,1186,2014,2,10,15,42,3,3,1
15,245172,570,56,69,2013,2,10,2,40,3,3,0
1,114480,483,61,51,2017,0,2,6,6,0,0,0
3,479212,527,83,12,2014,4,9,12,37,3,2,1
1,16869,15,5,4,2015,6,8,16,33,2,2,1
1,53720,F,F,3,2013,4,11,15,46,3,3,1
1,79346,147,11,19,2016,1,3,8,10,1,0,0
1,23880,145,4,111,2012,0,9,24,39,3,2,2
4,21793,89,9,11,2012,4,11,30,48,3,3,2
2,430936,1068,97,73,2015,0,8,31,36,2,2,2
1,57801,363,66,156,2012,6,12,30,52,0,3,2
18745,72056,212,13,49,2016,0,6,27,26,2,1,2
2,3529,33,1,9,2010,1,10,5,40,3,3,0
2,73224,165,6,5,2012,0,3,5,10,1,0,0
15,165946,804,63,83,2013,0,6,17,25,2,1,1
1,626760,674,110,55,2016,6,4,3,13,1,1,0
1,205717,1032,41,433,2015,1,11,17,47,3,3,1
3,37956,29,5,0,2013,1,12,3,49,0,3,0
1,412625,6046,140,4443,2016,2,8,24,34,2,2,2
4,61706,295,13,51,2013,0,9,2,36,3,2,0
3,44548,512,15,82,2013,0,9,23,39,3,2,2
2,6223,51,4,0,2017,1,2,21,8,0,0,2
5,76971,189,28,27,2016,5,6,11,23,2,1,1
1,1095320,23082,1860,1517,2017,5,4,22,16,1,1,2
1,31216,12,7,0,2013,2,4,17,16,1,1,1
2,497015,1083,66,42,2016,1,7,5,27,2,2,0
8,286145,804,34,67,2012,1,1,3,1,0,0,0
2,147432,700,109,433,2016,1,8,16,33,2,2,1
9,348585,317,141,43,2013,0,10,28,44,3,3,2
13,3289,7,1,0,2017,6,1,15,2,0,0,1
227,382627,12856,196,2640,2017,5,3,4,9,1,0,0
1,245581,318,78,26,2016,4,4,1,13,1,1,0
1,188439,2160,67,265,2015,3,10,29,44,3,3,2
4,501009,5723,68,2164,2016,1,7,12,28,2,2,1
1,44716,47,5,1,2015,4,11,13,46,3,3,1
1,69098,669,31,557,2016,6,8,28,34,2,2,2
37,701796,20634,1389,7016,2017,4,3,17,11,1,0,1
1,535799,1771,142,150,2015,5,9,12,37,3,2,1
1,836138,385,284,22,2014,0,1,6,2,0,0,0
2,1050601,11901,492,597,2017,5,4,8,14,1,1,0
1,100311,215,5,5,2014,5,9,27,39,3,2,2
7,431645,365,101,194,2013,3,2,7,6,0,0,0
2,695837,3308,224,216,2015,6,6,14,24,2,1,1
1,18004,71,6,12,2014,1,11,25,48,3,3,2
1,297127,1360,66,99,2015,5,2,14,7,0,0,1
2,1318936,7697,581,2368,2014,3,3,27,13,1,0,2
32,58492,1051,12,175,2015,4,6,12,24,2,1,1
1,30038,27,9,0,2015,1,11,24,48,3,3,2
1,152757,39,31,21,2015,0,6,15,25,2,1,1
2,101174,252,38,12,2015,5,5,30,22,1,1,2
11,588598,1053,281,217,2013,4,8,23,34,2,2,2
24,491420,2600,73,165,2016,1,5,31,22,1,1,2
1,1016,40,2,20,2014,6,3,30,13,1,0,2
2,933947,13146,312,6575,2016,6,1,17,2,0,0,1
1,88537,F,F,5,2015,2,1,7,2,0,0,0
2,607926,800,377,29,2015,2,2,11,7,0,0,1
1,1339,0,0,0,2013,4,11,1,44,3,3,0
3,1565228,9340,790,8573,2016,2,8,31,35,2,2,2
4245,5995,37,4,1,2017,6,1,22,3,0,0,2
1,123418,449,42,89,2012,5,1,21,3,0,0,2
2,258192,2453,67,933,2016,1,6,7,23,2,1,0
1,1366,3,0,0,2013,0,11,18,47,3,3,1
1,52098,33,5,4,2012,4,8,24,34,2,2,2
3,2537359,13813,707,1089,2014,5,5,31,22,1,1,2
13,4515189,9501,326,615,2015,1,6,30,27,2,1,2
4,95047,1299,45,470,2016,5,4,9,14,1,1,0
1,248483,861,13,66,2011,5,12,10,49,0,3,0
1,1713,19,0,5,2015,1,6,16,25,2,1,1
1,14732,11,4,1,2015,4,5,1,18,1,1,0
2555,3925,27,0,4,2015,0,10,12,42,3,3,1
5,18921,41,9,6,2014,4,1,3,1,0,0,0
5,482782,3851,55,597,2016,4,7,8,27,2,2,0
1,93415,526,36,132,2016,1,3,29,13,1,0,2
12,945575,1402,176,90,2013,1,4,2,14,1,1,0
1,33218,1218,11,124,2016,2,6,8,23,2,1,0
1,4944,15,0,0,2016,2,8,31,35,2,2,2
22,1179530,2786,163,168,2011,5,12,10,49,0,3,0
466253,753113,301,220,7,2016,3,11,10,45,3,3,0
5,453678,4007,379,1958,2016,4,9,2,35,3,2,0
4,58049,72,3,15,2011,1,6,21,25,2,1,2
75,2187027,6193,1145,505,2014,3,11,6,45,3,3,0
3,3271970,22990,1200,1584,2015,2,7,29,31,2,2,2
52401,73889,F,F,F,2016,1,8,2,31,2,2,0
2,309117,1096,24,95,2015,4,10,16,42,3,3,1
1,521,8,2,0,2015,4,1,23,4,0,0,2
1,672391,6377,204,200,2017,6,3,5,9,1,0,0
2,1782703,2910,974,212,2017,5,4,1,13,1,1,0
9,334,1,0,0,2016,5,10,15,41,3,3,1
2,1412120,4585,118,273,2014,2,7,2,27,2,2,0
1,539279,4640,304,229,2016,5,4,30,17,1,1,2
1,68046,241,72,30,2016,0,12,26,52,0,3,2
3,48254,41,11,1,2013,5,1,5,1,0,0,0
9,4062637,16200,887,1114,2016,5,2,20,7,0,0,1
3,1294855,4922,63,176,2015,4,8,21,34,2,2,2
1,122572,731,32,94,2016,0,8,29,35,2,2,2
1,221460,973,36,147,2015,5,9,26,39,3,2,2
1,65198,81,6,4,2012,4,8,3,31,2,2,0
1,118036,109,29,29,2016,6,5,8,18,1,1,0
7041,19801,775,42,55,2016,1,12,13,50,0,3,1
16,337159,516,145,64,2014,3,1,2,1,0,0,0
5,127158,232,21,14,2012,1,4,10,15,1,1,0
2,4428,71,5,16,2015,6,2,8,6,0,0,0
6,7879234,13444,2903,1297,2013,0,11,25,48,3,3,2
2,4927,100,3,51,2013,1,10,8,41,3,3,0
1,602,2,0,0,2016,3,9,8,36,3,2,0
6,1517441,7135,1041,2866,2016,4,7,15,28,2,2,1
1,103818,543,40,29,2015,4,3,27,13,1,0,2
1,84053,83,5,29,2014,0,9,15,38,3,2,1
3,1563714,1496,452,130,2016,3,7,14,28,2,2,1
1,5047,40,0,6,2017,3,2,9,6,0,0,0
2,75458,67,9,4,2013,4,7,12,28,2,2,1
1,114674,17,12,4,2012,4,5,11,19,1,1,1
1,36799,142,6,9,2016,0,8,29,35,2,2,2
2,1451242,4335,520,2312,2015,5,8,15,33,2,2,1
39,1011540,6765,78,2198,2010,6,10,24,42,3,3,2
4,30822,117,39,7,2013,2,8,28,35,2,2,2
1,1016148,367,217,23,2015,6,11,22,47,3,3,2
168,1308348,18823,241,820,2012,3,6,14,24,2,1,1
2,291342,2077,42,252,2016,0,5,2,18,1,1,0
3,107117,241,17,33,2015,0,2,2,6,0,0,0
1,847070,2611,199,455,2015,0,10,26,44,3,3,2
9,168495,148,22,6,2010,1,8,17,33,2,2,1
1,4486,150,13,27,2015,2,10,21,43,3,3,2
1,236734,2156,50,337,2016,0,8,1,31,2,2,0
5,218033,682,95,52,2016,1,8,30,35,2,2,2
1,31506,22,1,0,2009,5,11,14,46,3,3,1
12,2713716,4651,901,427,2014,0,3,17,12,1,0,1
3,28815,45,10,9,2013,6,8,18,33,2,2,1
3,290251,2554,132,1846,2016,2,7,20,29,2,2,1
5,869506,1318,124,32,2016,3,3,31,13,1,0,2
1,641664,1553,140,78,2011,3,12,22,51,0,3,2
1,27253,27,1,0,2011,2,8,3,31,2,2,0
2,86827,257,5,128,2016,1,3,29,13,1,0,2
1,285699,785,40,28,2013,6,12,22,51,0,3,2
1,15504,763,7,57,2016,3,8,25,34,2,2,2
2,30510,117,32,24,2014,0,4,28,18,1,1,2
2,3652,9,0,3,2016,5,10,29,43,3,3,2
218,454870,6230,100,673,2016,3,6,2,22,2,1,0
1,125423,447,24,53,2015,4,3,6,10,1,0,0
1,2706,5,1,0,2015,1,12,22,52,0,3,2
2,122943,264,5,94,2007,2,12,12,50,0,3,1
4,1013,1,0,0,2016,4,9,16,37,3,2,1
1,56918,61,14,3,2014,3,7,24,30,2,2,2
2,141471,340,22,19,2010,0,11,22,47,3,3,2
1,75797,59,21,3,2014,3,3,6,10,1,0,0
25,5817272,22696,2497,1827,2015,3,8,27,35,2,2,2
1,6765,19,6,0,2016,4,9,23,38,3,2,2
3,1067,1,1,0,2013,0,11,25,48,3,3,2
3,49511,87,13,1,2016,5,8,27,34,2,2,2
7,11215647,73463,4389,2586,2014,2,10,1,40,3,3,0
1,5976,86,0,18,2012,3,9,20,38,3,2,1
1,2142,83,3,44,2013,0,7,22,30,2,2,2
1,68869,44,13,13,2011,1,11,29,48,3,3,2
1,119227,69,46,5,2015,5,7,4,27,2,2,0
2,183265,1794,25,121,2015,1,11,10,46,3,3,0
77,237686,634,41,135,2013,2,9,18,38,3,2,1
17267,23059,20,5,4,2013,5,6,15,24,2,1,1
2,905,15,1,2,2014,2,4,9,15,1,1,0
2,93697,4380,245,1567,2014,1,12,9,50,0,3,0
1,34592,342,1,26,2013,5,3,16,11,1,0,1
1,35774,151,25,104,2016,5,8,6,31,2,2,0
12,13082495,85994,4854,6211,2015,4,7,3,27,2,2,0
1,611818,5848,198,559,2015,4,11,20,47,3,3,1
1,664351,1611,149,11,2016,0,4,4,14,1,1,0
8,473367,984,114,383,2016,0,7,18,29,2,2,1
1,2041567,17442,660,923,2014,4,11,7,45,3,3,0
2,46521,650,6,128,2014,2,1,8,2,0,0,0
2,24220,389,54,106,2016,4,2,12,6,0,0,1
2,94576,227,50,14,2014,6,9,28,39,3,2,2
5,388813,332,167,136,2013,6,12,8,49,0,3,0
2,44760,24,19,7,2014,1,9,2,36,3,2,0
1,192319,355,35,20,2016,5,1,23,3,0,0,2
1,25871,38,9,4,2016,3,7,28,30,2,2,2
34,898732,2677,417,77,2014,0,3,24,13,1,0,2
5860,84005,996,29,121,2017,2,1,25,4,0,0,2
1,448086,1665,267,1320,2015,3,12,17,51,0,3,1
1,102966,1092,56,39,2017,5,3,25,12,1,0,2
1,4263,24,1,0,2013,1,11,5,45,3,3,0
5,184950,753,159,102,2016,3,7,28,30,2,2,2
1,99394,172,29,84,2014,4,8,8,32,2,2,0
4,647399,6759,410,830,2016,2,8,31,35,2,2,2
1,198207,200,30,4,2016,6,6,12,23,2,1,1
1,29146,67,7,4,2016,1,8,16,33,2,2,1
3,11751,18,6,1,2012,6,9,9,36,3,2,0
6554,21335,19,2,1,2017,2,1,18,3,0,0,1
2,6581,29,1,2,2013,5,7,27,30,2,2,2
2,3106000,15641,1849,1006,2017,6,3,5,9,1,0,0
1,147385,108,13,14,2014,3,1,30,5,0,0,2
46,135426,228,51,8,2014,1,5,27,22,1,1,2
1,1445037,4283,9247,2119,2014,2,7,2,27,2,2,0
1,7054,49,9,5,2013,3,1,10,2,0,0,0
2136,2679,9,0,3,2016,4,6,17,24,2,1,1
1,328136,2027,28,103,2015,5,1,17,3,0,0,1
2,1461341,2935,453,277,2016,5,5,21,20,1,1,2
1,22433,98,2,29,2010,1,12,21,51,0,3,2
8,562042,983,484,148,2016,6,10,2,39,3,3,0
1,821832,3652,484,843,2016,1,4,26,17,1,1,2
1,135118,1386,18,12,2015,5,10,10,41,3,3,0
1,1186,9,2,0,2016,4,8,12,32,2,2,1
1,2320,6,1,2,2016,3,4,21,16,1,1,2
1,164732,693,42,36,2014,6,8,31,35,2,2,2
4,2163543,9615,669,914,2011,1,8,9,32,2,2,0
1,57076,452,12,66,2016,6,9,18,37,3,2,1
1,149433,2872,107,166,2014,6,10,26,43,3,3,2
1,3141,203,1,22,2015,4,8,7,32,2,2,0
29,885774,513,89,33,2011,1,10,11,41,3,3,1
2,787,3,1,0,2013,4,11,15,46,3,3,1
1,24686,74,10,8,2014,3,3,27,13,1,0,2
1,1622913,4025,695,F,2016,0,11,14,46,3,3,1
1,99680,751,35,130,2014,5,8,16,33,2,2,1
1,57160,25,3,1,2014,0,2,10,7,0,0,0
2,3798,7,0,2,2014,2,4,9,15,1,1,0
1,38016,38,15,3,2015,0,12,21,52,0,3,2
1,14873,479,14,456,2016,5,8,20,33,2,2,1
1,109807,1556,7,90,2014,6,10,26,43,3,3,2
7,492604,1160,136,59,2015,2,2,25,9,0,0,2
7,1991072,7506,1446,1117,2013,0,8,5,32,2,2,0
4,32173,58,0,13,2011,3,6,16,24,2,1,1
2,1098919,2407,477,421,2016,6,1,31,4,0,0,2
1,163253,299,24,53,2016,4,8,26,34,2,2,2
4,364884,164,78,9,2015,2,8,19,34,2,2,1
20,251828,150,55,4,2013,4,8,9,32,2,2,0
4,26112,50,1,12,2011,4,6,17,24,2,1,1
4008,5987,12,0,1,2015,1,10,13,42,3,3,1
1,554898,1245,513,176,2016,4,2,26,8,0,0,2
22,1016862,15154,202,1110,2016,1,6,28,26,2,1,2
1,25069,8,4,0,2013,0,8,5,32,2,2,0
10,308272,304,126,84,2013,2,9,18,38,3,2,1
4,693120,1146,213,306,2016,4,3,11,10,1,0,1
2,20684,150,10,33,2012,1,7,3,27,2,2,0
1,5225,8,1,0,2015,2,6,3,23,2,1,0
1,267445,7789,89,844,2014,4,8,15,33,2,2,1
1,4084,11,1,1,2013,1,4,9,15,1,1,0
2,97446,2194,21,398,2016,2,10,12,41,3,3,1
1,52300,44,2,7,2011,6,6,12,23,2,1,1
8,974183,261,102,33,2016,2,9,21,38,3,2,2
3,527802,9175,551,1261,2016,6,6,26,25,2,1,2
1,72956,99,12,13,2013,0,9,30,40,3,2,2
1,93142,142,17,16,2010,4,4,9,14,1,1,0
1,1534873,666,546,F,2014,2,9,3,36,3,2,0
1,278562,130,74,133,2010,1,8,3,31,2,2,0
4,414590,2247,123,61,2015,0,12,7,50,0,3,0
6,81554,F,F,F,2016,3,9,29,39,3,2,2
15,76138,310,27,31,2013,2,1,23,4,0,0,2
1,85987,135,18,7,2016,0,6,20,25,2,1,1
15,56768,1047,29,175,2013,3,4,18,16,1,1,1
11,5295265,13198,1027,1208,2012,4,9,14,37,3,2,1
2,690732,2552,213,59,2014,4,11,7,45,3,3,0
1,732361,6399,1013,1833,2017,4,2,10,6,0,0,0
13,7602208,42556,1158,1577,2015,3,6,4,23,2,1,0
2248,2523,0,0,0,2015,3,1,1,1,0,0,0
1,7456,100,1,13,2016,3,3,24,12,1,0,2
4,175354,116,30,14,2012,2,7,18,29,2,2,1
2,777869,2538,192,230,2015,2,4,1,14,1,1,0
1,8336,66,1,6,2016,2,5,11,19,1,1,1
28,2246584,4364,292,450,2014,1,4,29,18,1,1,2
13,441052,622,142,41,2013,1,5,7,19,1,1,0
256,489,2,0,1,2016,0,2,8,6,0,0,0
1,114075,1509,253,320,2016,3,5,5,18,1,1,0
5,1232099,1029,274,473,2015,0,11,23,48,3,3,2
9936,16628,53,20,4,2015,0,1,19,4,0,0,1
1,1363420,1343,408,124,2016,2,3,2,9,1,0,0
9,2984900,20156,2345,3819,2016,2,8,24,34,2,2,2
1,40614,19,12,2,2014,2,4,23,17,1,1,2
5,2336,22,3,2,2016,6,6,26,25,2,1,2
2,218769,992,81,1776,2016,5,9,17,37,3,2,1
8,336013,316,131,16,2014,0,2,24,9,0,0,2
1,17761,21,3,1,2014,3,12,25,52,0,3,2
3,198326,444,32,12,2010,1,5,11,19,1,1,1
5,9151,41,4,7,2014,5,12,6,49,0,3,0
1,91309,357,20,7,2015,2,10,14,42,3,3,1
2,3360241,6441,555,968,2016,6,5,8,18,1,1,0
1,638931,1911,76,147,2014,4,8,1,31,2,2,0
1,8015,33,2,28,2012,0,3,26,13,1,0,2
1,269732,1173,67,19,2015,5,5,9,19,1,1,0
1,44179,82,22,6,2016,3,3,3,9,1,0,0
1,11943,50,0,5,2013,2,10,16,42,3,3,1
13,3997974,10162,1310,227,2011,0,3,28,13,1,0,2
5,224831,747,38,101,2013,1,4,9,15,1,1,0
1,176715,2795,84,139,2016,3,9,8,36,3,2,0
1,831,0,0,0,2014,3,9,11,37,3,2,1
14,212970,437,23,12,2013,5,12,28,52,0,3,2
74,4406,3,0,0,2015,3,10,22,43,3,3,2
730,1425,16,0,2,2015,4,3,13,11,1,0,1
1,622245,2203,248,170,2015,4,3,13,11,1,0,1
12,563308,750,43,38,2011,0,1,3,1,0,0,0
1,34476,235,23,25,2014,4,4,4,14,1,1,0
1,45083,93,14,34,2014,4,10,31,44,3,3,2
6268,48167,437,18,32,2015,0,9,7,37,3,2,0
12,303913,319,151,43,2014,1,2,18,8,0,0,1
3,2022356,2142,793,172,2016,5,6,4,22,2,1,0
3,284449,7644,1144,1397,2016,3,9,15,37,3,2,1
2,2295743,9255,285,1175,2015,5,10,31,44,3,3,2
1,121596,27,54,F,2016,2,6,29,26,2,1,2
3,90166,156,36,0,2013,1,7,16,29,2,2,1
6,21022,9,7,F,2016,0,5,30,22,1,1,2
1,4118,13,2,0,2016,4,3,4,9,1,0,0
1,268509,2281,24,101,2014,6,12,28,52,0,3,2
3,57548,144,19,12,2012,3,6,14,24,2,1,1
16,20458,68,2,3,2014,0,4,28,18,1,1,2
2,1821349,10598,912,1638,2015,4,1,2,1,0,0,0
1,1101050,1782,112,137,2013,1,4,9,15,1,1,0
3,155079,663,71,16,2016,2,9,7,36,3,2,0
1,107933,368,28,46,2013,2,3,13,11,1,0,1
1,3162,47,4,6,2015,2,6,24,26,2,1,2
3,46976,76,7,1,2010,4,4,9,14,1,1,0
3,102409,283,12,7,2010,2,3,17,11,1,0,1
33168,36145,117,1,5,2016,3,11,10,45,3,3,0
1,492967,760,147,87,2015,3,6,11,24,2,1,1
29,389260,7672,143,631,2016,3,2,11,6,0,0,1
1,362769,5297,157,764,2016,1,6,14,24,2,1,1
1,598,1,1,0,2016,0,6,13,24,2,1,1
1,1833,3,0,0,2013,1,12,24,52,0,3,2
12,3569548,2008,915,127,2015,0,7,20,30,2,2,1
1,24429,487,17,261,2017,5,2,11,6,0,0,1
4,83167,72,51,3,2016,1,7,12,28,2,2,1
2,29552,37,2,7,2012,0,12,24,52,0,3,2
6,4822818,4283,1684,742,2016,4,4,8,14,1,1,0
11,5213,28,11,3,2016,4,6,24,25,2,1,2
4,1134177,11018,798,303,2015,2,5,27,22,1,1,2
3,8441,48,13,7,2014,4,4,18,16,1,1,1
1,1238290,1417,261,72,2017,1,1,3,1,0,0,0
2,8533156,14795,4714,885,2016,0,12,5,49,0,3,0
5,571565,427,161,89,2016,3,6,23,25,2,1,2
3,75794,633,13,39,2013,3,9,5,36,3,2,0
4,304799,663,72,83,2013,4,8,16,33,2,2,1
6985,175826,5188,47,458,2016,6,2,7,5,0,0,0
2,2638032,1121,122,72,2016,0,3,21,12,1,0,2
2720,7914,93,0,14,2017,4,2,3,5,0,0,0
2,9896,15,2,1,2013,4,11,1,44,3,3,0
1,2789,3,1,1,2013,2,1,16,3,0,0,1
1,25478,29,5,2,2013,4,12,20,51,0,3,1
1,505062,2371,103,54,2014,3,12,11,50,0,3,1
2,773151,1630,96,680,2016,4,7,29,30,2,2,2
2,377476,3383,102,950,2015,3,9,17,38,3,2,1
14863,16988,28,4,0,2016,2,2,17,7,0,0,1
1,67401,95,20,13,2015,3,3,12,11,1,0,1
57,607042,616,110,112,2011,4,11,18,46,3,3,1
2,254211,611,64,29,2015,0,9,21,39,3,2,2
1,73635,578,55,138,2011,1,2,1,5,0,0,0
2,433711,100,55,5,2012,5,1,14,2,0,0,1
2,378936,821,77,F,2015,1,7,7,28,2,2,0
1,118517,47,28,3,2014,0,2,3,6,0,0,0
10,1467706,2807,277,328,2016,0,5,23,21,1,1,2
1,621,0,0,0,2016,1,10,18,42,3,3,1
1,191160,182,23,18,2012,0,10,1,40,3,3,0
2,664659,2160,309,363,2016,4,4,1,13,1,1,0
2,5219,39,3,4,2010,6,9,5,35,3,2,0
